,Q1,Q2,Q3,Q4,Q5,Q6,Q27,Q28,Q29,Q30,Q31,Q32,Q46,Q51,Q52,Q53,Q54,Q55,Q58,Q59,Q60,Q61,Q62,Q63,Q64,Q65,Q66,Q67,Q68,Q69,Q70,Q71,Q72,Q73,Q74,Q75,Q76,Q77,Q78,Q79,Q80,Q81,Q113,Q114,Q115,Q116,Q117,Q118,Q130,Q131,Q132,Q133,Q134,Q135,Q136,Q137,Q138,Q142,Q143,Q146,Q147,Q148,Q169,Q170,Q196,Q197,Q198,Q199,Q224,Q225,Q226,Q227,Q228,Q229,Q230,Q231,Q232,Q233,Q234,Q235,Q236,Q237,Q238,Q239,Q253,Q254,Q255,Q256,Q257,Q258,Q259
pid_1751,1,1,1,1,2,1,1,2,1,4,1,1,2,4,2,4,4,4,1,2,2,4,3,4,1,1,4,4,4,1,2,3,2,4,3,3,3,1,3,3,2,2,3,3,3,3,4,2,4,3,4,4,4,3,4,4,4,2,1,1,1,1,2,1,1,1,1,2,4,4,4,2,4,3,3,2,2,1,1,3,4,4,1,4,2,1,1,1,1,3,2
pid_2040,1,3,1,2,1,4,2,4,4,4,4,4,3,4,3,4,4,4,1,3,1,3,3,2,4,2,2,3,2,2,2,3,4,3,2,1,1,4,2,1,1,2,3,3,3,3,3,1,2,2,4,4,4,2,4,4,3,1,1,1,2,1,4,4,4,4,4,2,2,4,2,4,3,2,1,2,4,3,1,4,1,4,1,4,3,2,3,3,2,3,3
pid_1236,1,1,1,2,1,3,3,4,4,4,4,2,1,4,4,4,4,4,1,2,1,2,1,2,2,1,3,3,2,1,2,3,3,3,2,1,2,2,1,1,2,1,3,3,2,2,2,2,2,1,4,4,4,3,4,4,4,4,4,3,4,3,4,4,2,4,4,1,2,4,3,4,3,2,2,3,3,2,1,4,2,4,1,4,2,2,1,2,2,2,1
pid_1085,1,1,1,1,1,4,3,4,4,4,4,4,4,4,1,2,2,4,2,2,1,2,1,2,4,2,2,4,1,4,4,3,4,4,3,1,3,4,3,1,1,1,3,3,3,3,2,2,1,3,2,3,2,1,3,2,2,1,1,1,1,1,4,4,4,4,4,1,4,4,1,3,4,3,1,1,4,4,1,4,1,4,1,4,3,3,3,3,3,3,2
pid_786,1,1,1,1,1,3,1,4,4,4,4,2,3,4,2,4,4,4,1,2,2,2,2,2,3,2,2,4,1,3,2,2,3,3,2,1,2,3,2,2,1,1,3,3,3,3,2,2,2,3,4,3,3,2,4,3,2,1,1,1,1,1,4,4,4,4,4,1,3,3,1,3,2,2,1,2,4,3,1,4,2,4,1,4,3,2,1,2,2,2,2
pid_1278,1,1,1,1,1,4,3,4,4,4,4,1,3,4,2,3,4,4,1,2,1,2,1,2,4,4,2,4,1,4,3,3,4,3,3,1,2,4,3,1,1,1,3,3,3,3,2,1,1,3,3,3,2,3,3,3,2,1,1,1,2,1,4,4,4,4,4,1,1,3,2,3,3,2,1,2,4,3,1,4,2,4,1,4,3,3,1,2,3,3,1
pid_861,1,1,1,2,2,4,1,4,4,4,4,1,3,4,4,4,4,4,1,1,1,1,1,1,4,1,2,4,1,2,2,3,4,3,2,1,2,3,2,1,1,1,3,3,2,3,2,2,1,1,4,4,4,3,4,4,3,2,4,2,3,2,4,4,3,4,4,1,3,4,2,3,3,2,1,3,3,3,1,4,1,4,1,4,3,3,3,2,3,3,1
pid_1952,1,2,1,2,1,4,2,4,4,4,4,1,2,4,4,4,4,4,1,2,1,2,1,1,4,2,2,3,1,3,2,3,3,3,2,1,2,3,2,2,2,1,3,3,3,2,2,1,2,1,4,4,4,2,4,4,4,2,2,2,3,1,4,4,4,4,4,1,2,4,1,4,3,2,1,2,3,3,1,4,1,4,1,4,3,3,1,3,2,3,3
pid_1448,2,3,3,1,1,4,3,4,4,4,4,4,3,4,3,4,4,4,2,3,2,2,3,2,4,2,2,3,2,3,3,2,3,3,2,1,2,3,3,1,1,1,3,3,3,3,3,2,1,3,4,4,4,2,4,4,2,1,1,1,1,1,4,4,4,4,4,1,2,3,2,3,3,2,1,2,3,4,1,4,1,4,1,4,3,3,3,4,3,3,3
pid_25,1,1,2,2,1,2,1,4,4,4,4,2,1,3,4,4,4,4,1,2,1,2,2,3,2,1,3,3,2,1,1,3,3,4,2,3,3,3,1,2,1,1,3,2,3,2,3,1,3,1,4,4,4,4,3,4,4,2,1,2,2,2,3,4,1,1,1,3,2,4,2,4,4,2,2,3,2,3,1,3,2,4,1,4,2,1,1,1,1,1,1
pid_1161,1,1,1,2,1,2,1,4,4,4,4,4,3,4,2,4,4,4,2,4,4,4,4,4,3,2,4,2,2,4,2,3,4,4,3,2,2,3,4,2,2,1,3,3,3,3,2,2,2,3,2,4,4,2,3,2,2,1,1,1,1,1,4,4,1,1,4,2,3,4,1,3,4,2,1,2,3,3,1,4,2,4,1,4,3,2,2,2,3,3,3
pid_305,1,3,1,3,1,4,1,4,4,4,4,1,4,4,3,2,4,4,2,3,2,3,2,3,4,1,4,4,2,2,2,3,3,4,2,2,2,4,2,2,2,1,3,3,2,2,3,1,2,2,3,4,4,3,3,4,4,1,1,1,3,1,4,4,2,4,4,3,2,4,2,3,4,2,1,3,4,3,1,4,1,4,1,4,3,1,2,3,2,2,4
pid_662,1,1,2,2,1,4,1,2,2,4,4,1,3,2,2,2,2,4,3,2,2,3,3,3,4,1,4,4,3,1,2,4,3,4,4,3,3,3,3,2,2,1,3,3,3,3,3,1,3,3,3,4,4,4,3,3,3,1,1,1,2,1,3,4,1,1,2,2,4,4,1,3,4,3,1,4,3,3,1,2,4,4,1,4,3,1,3,2,1,3,2
pid_985,1,2,2,1,1,4,3,4,4,4,4,3,2,4,4,4,4,4,2,2,1,2,2,2,4,2,2,3,2,3,3,2,4,4,2,1,1,3,2,1,1,2,3,3,3,3,2,2,1,1,4,4,4,2,4,4,4,4,3,2,4,2,4,4,4,4,4,1,2,4,1,3,2,2,1,2,3,4,1,4,1,4,1,4,3,2,3,3,2,2,2
pid_1406,2,2,1,3,4,4,3,4,4,4,4,1,1,4,4,4,4,4,1,2,1,2,1,2,4,2,3,4,3,2,2,3,4,3,3,2,2,3,2,3,1,2,3,2,3,2,2,2,2,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,4,3,4,3,2,2,3,3,1,1,4,1,4,1,4,3,2,4,4,2,4,3
pid_529,1,1,2,1,1,3,1,4,4,4,4,3,1,4,4,4,4,4,1,3,2,2,1,2,3,2,2,3,2,2,2,2,4,2,2,1,2,3,2,2,1,1,3,3,3,3,2,2,1,1,4,4,4,2,4,4,4,4,4,2,4,2,4,4,4,4,4,1,2,4,2,4,2,2,1,3,3,3,1,4,1,4,1,4,3,2,1,2,2,2,1
pid_833,1,1,1,1,2,4,1,4,4,4,4,1,1,4,4,4,4,4,1,2,1,2,1,2,4,2,2,3,1,3,2,2,4,3,2,1,2,2,2,2,1,1,3,3,2,2,2,2,1,1,4,4,4,2,4,4,4,4,4,2,4,4,4,4,4,4,4,1,2,3,2,4,2,1,1,3,3,4,1,4,1,4,1,4,3,2,1,1,1,2,1
pid_1703,1,1,1,1,4,4,4,4,4,4,4,4,3,4,2,3,4,4,2,2,2,2,1,2,4,2,2,4,1,4,3,3,4,4,2,1,3,3,3,2,1,1,3,3,3,3,3,2,1,3,3,3,4,2,4,4,2,4,1,1,1,1,4,4,4,4,4,1,3,3,2,3,3,3,1,2,4,4,1,4,2,4,1,4,4,3,2,4,2,3,1
pid_2012,1,2,3,2,1,4,1,2,2,4,2,4,1,4,4,4,4,4,1,4,1,4,4,4,4,1,4,4,4,1,2,4,3,4,3,2,3,2,2,4,4,4,3,3,3,3,3,1,3,1,4,4,4,4,4,4,4,4,2,2,3,2,4,4,1,1,4,2,3,4,1,3,3,3,2,3,3,2,1,4,2,4,1,4,2,1,2,3,1,4,3
pid_1099,1,2,1,1,1,4,4,4,4,4,4,4,2,4,4,4,4,4,2,4,4,4,4,3,4,3,2,4,2,3,3,3,4,4,2,1,2,3,3,1,2,4,3,3,3,3,2,2,2,1,4,4,4,3,4,4,4,2,3,1,3,2,4,4,4,4,4,1,1,4,1,3,3,3,1,2,4,3,1,4,1,4,1,4,3,2,3,4,3,3,3
pid_567,1,1,1,1,1,4,3,4,4,4,4,4,4,1,1,1,1,1,3,3,2,3,2,2,4,3,2,4,1,4,4,4,4,4,4,1,4,4,4,3,1,2,3,4,4,3,3,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,1,4,2,1,1,3,4,1,1,4,4,1,4,1,4,1,4,4,4,4,4,4,3,3
pid_1264,1,1,1,3,1,4,1,4,4,4,4,4,4,2,1,2,2,4,2,4,4,4,4,4,4,1,4,4,4,3,3,4,4,4,4,2,4,4,4,4,3,4,3,3,4,3,3,2,4,4,1,2,3,3,1,1,1,1,1,1,1,1,4,4,1,1,4,3,3,4,1,2,4,4,1,2,4,2,1,2,1,1,1,4,3,3,4,4,3,4,4
pid_357,1,1,2,2,1,1,1,1,1,2,2,1,2,3,4,3,3,4,1,3,2,4,3,4,1,1,4,4,4,1,2,4,3,4,4,4,3,3,3,4,3,2,3,3,3,3,4,2,4,3,4,4,4,4,4,4,4,1,1,2,2,2,1,1,1,1,4,1,4,4,4,2,4,4,1,2,4,2,1,2,4,4,1,3,2,1,1,1,1,1,3
pid_77,1,4,3,4,2,4,4,4,4,4,4,3,4,2,1,2,2,4,3,4,3,4,3,4,4,3,4,4,3,3,3,4,4,4,4,3,4,4,3,4,3,3,3,3,3,3,3,2,4,4,2,3,2,4,2,2,3,1,1,1,1,1,4,4,4,4,4,3,3,4,4,2,3,4,1,2,4,3,1,4,3,4,1,4,3,2,4,4,4,4,4
pid_1133,1,1,1,2,3,1,1,2,2,4,4,1,2,4,4,4,4,4,1,1,1,2,2,2,1,1,4,2,3,1,1,2,3,3,2,2,1,2,1,2,1,1,2,2,2,2,3,2,3,1,4,4,4,4,4,4,4,4,3,2,2,2,2,2,1,2,2,1,2,4,4,3,3,2,2,3,3,3,1,4,3,4,1,4,1,1,1,1,1,2,2
pid_1454,1,1,1,2,1,4,2,4,4,4,4,4,2,4,4,4,4,4,1,2,2,2,1,2,4,1,3,3,3,2,2,3,3,3,2,1,2,2,1,2,1,1,2,2,2,2,3,2,2,1,4,4,4,3,4,4,3,2,4,1,2,1,4,4,2,4,4,2,1,4,1,4,3,2,2,3,3,2,1,2,2,4,1,4,2,2,1,2,2,4,1
pid_630,1,1,1,1,1,4,1,4,4,4,4,1,1,4,4,4,4,4,1,2,1,2,1,1,4,1,2,2,1,3,3,2,3,4,2,1,1,4,3,1,1,1,3,3,3,2,2,2,1,1,4,4,3,2,4,4,3,3,1,1,4,2,4,4,4,4,4,1,1,4,3,4,2,1,1,2,4,4,1,4,1,4,1,4,3,1,1,1,2,2,1
pid_319,1,2,2,3,1,2,2,4,4,4,4,4,3,4,4,4,4,4,1,4,3,4,3,4,4,2,4,4,4,4,3,4,3,4,3,1,3,4,3,4,3,4,3,3,3,3,3,2,3,3,4,4,2,2,4,3,4,2,3,2,2,1,4,3,1,4,4,2,3,4,1,2,3,3,1,2,3,2,1,4,2,4,1,4,3,2,3,3,2,3,4
pid_39,1,1,2,1,1,1,1,2,2,4,2,1,1,4,4,4,4,4,1,1,1,2,2,2,1,1,4,4,4,1,1,4,1,4,3,3,4,1,1,4,2,1,3,2,2,3,3,1,3,1,4,4,4,4,4,4,4,2,4,1,2,2,1,3,1,1,1,1,4,4,4,4,4,3,3,2,2,2,1,4,4,4,1,4,2,1,1,1,1,2,1
pid_1900,1,2,1,3,1,4,2,4,4,4,4,2,4,2,1,2,2,4,2,4,3,4,3,3,4,2,4,4,2,3,4,4,4,4,4,3,4,4,4,3,2,3,3,3,3,3,3,2,3,4,1,2,2,2,2,2,4,1,1,1,1,1,4,4,1,2,4,2,3,4,1,1,4,4,1,2,4,2,1,4,3,4,1,4,3,3,4,4,3,4,4
pid_483,1,1,1,2,1,1,1,1,1,2,2,1,2,4,3,4,4,4,1,1,1,2,2,2,1,1,4,3,4,1,1,3,2,4,3,4,3,2,1,4,1,1,3,2,2,2,4,2,3,1,4,4,4,3,4,4,4,4,2,1,1,1,1,3,1,1,2,3,3,4,4,2,4,3,4,4,3,1,1,2,4,4,1,4,2,1,2,2,1,3,2
pid_999,1,1,1,2,3,2,1,2,2,4,4,1,1,4,4,4,4,4,1,1,1,2,1,1,1,1,4,2,3,1,1,4,2,4,2,3,3,2,1,1,1,1,2,2,2,2,4,1,3,1,4,4,4,4,4,4,4,4,1,2,3,2,1,4,1,1,2,1,3,4,4,4,4,3,1,4,2,2,1,2,4,4,1,4,1,1,1,1,1,1,1
pid_1380,1,1,1,1,1,4,3,4,4,4,4,3,1,4,4,4,4,4,1,2,1,2,1,2,4,2,2,3,1,3,2,2,3,3,2,1,1,3,3,2,1,1,3,2,3,2,2,1,2,1,4,3,4,2,4,4,3,4,4,3,4,2,4,4,4,4,4,1,1,3,2,3,2,2,1,2,3,3,1,4,1,4,1,4,3,2,1,2,2,2,1
pid_1049,1,1,1,1,2,4,4,4,4,4,4,1,3,4,4,4,4,4,1,1,1,1,1,1,4,3,2,4,1,3,2,2,3,3,2,1,1,3,3,1,1,1,3,3,3,3,2,1,1,1,4,3,4,4,4,4,3,1,1,1,2,1,4,4,4,4,4,1,2,3,2,4,3,1,1,2,4,3,1,4,1,4,1,4,3,3,1,2,2,2,1
pid_1834,1,1,1,1,2,1,2,4,4,4,4,2,1,4,4,4,4,4,1,2,1,2,2,2,1,2,2,3,2,2,2,2,4,2,2,1,2,3,2,1,2,1,2,2,2,2,2,1,2,1,4,4,4,3,4,4,4,4,4,2,4,2,4,4,2,4,4,1,2,4,2,3,3,2,2,3,3,2,1,4,1,4,1,4,3,2,1,1,2,1,1
pid_263,1,1,1,1,1,1,1,2,2,4,3,1,1,4,4,4,4,4,1,1,1,4,3,3,1,1,4,4,4,1,2,4,2,4,4,4,3,2,2,1,1,1,2,3,2,2,3,2,4,2,2,4,4,4,3,3,3,1,1,1,2,2,1,2,1,1,1,1,4,4,4,2,4,4,4,2,2,1,1,2,4,4,1,4,1,1,1,1,1,1,1
pid_1007,1,1,1,2,1,1,1,4,4,4,4,4,1,4,4,4,4,4,1,2,2,3,1,2,1,2,3,3,1,4,3,4,4,4,3,1,3,4,3,1,2,1,3,3,3,3,3,3,2,1,3,4,2,2,3,3,4,4,4,4,4,2,1,4,3,4,4,1,3,3,1,3,3,3,1,2,3,3,1,4,1,4,1,3,3,1,1,2,2,3,1
pid_1560,2,1,2,2,1,4,3,4,4,4,4,4,2,4,2,4,4,4,2,3,2,3,3,3,4,2,3,3,3,3,2,3,3,3,3,1,2,3,2,4,2,3,3,3,3,3,3,2,3,3,2,3,4,2,4,3,2,2,1,1,2,1,4,4,2,4,4,2,2,4,4,3,3,3,2,3,3,3,1,4,1,4,1,4,2,2,3,3,3,3,3
pid_704,1,1,3,2,1,3,1,4,4,4,4,3,3,4,4,4,4,4,1,2,1,2,2,2,2,1,2,4,3,2,2,3,3,3,3,1,2,2,2,3,2,1,3,3,2,3,2,2,2,3,4,4,4,3,4,4,4,1,1,1,1,2,4,4,2,4,4,1,2,3,2,3,3,2,2,3,3,2,1,4,2,4,1,4,2,1,1,2,2,2,3
pid_1637,1,1,2,3,1,4,1,3,4,4,4,4,4,2,2,2,2,3,2,3,2,3,2,3,4,2,4,4,2,4,3,4,4,4,3,2,3,3,3,2,2,2,3,3,3,3,3,2,2,3,2,2,2,1,2,2,2,1,1,1,2,1,4,4,4,4,4,3,3,4,2,2,3,3,1,2,4,3,1,4,2,4,1,4,4,3,4,4,4,3,4
pid_453,1,1,2,2,1,3,1,4,2,4,2,3,2,4,3,4,4,4,1,3,2,3,3,3,2,1,3,4,3,2,2,3,3,4,3,2,3,2,2,3,3,2,3,3,3,3,3,2,3,3,3,4,3,2,3,4,4,1,1,2,1,1,4,3,1,1,2,2,3,4,4,3,4,3,2,3,3,3,1,4,1,4,1,4,3,1,2,2,1,2,3
pid_949,1,1,1,2,1,3,1,3,3,4,4,3,3,3,2,2,2,4,2,3,2,3,2,3,4,1,3,4,2,2,3,3,4,4,3,2,3,3,3,2,2,2,3,3,3,2,3,2,3,3,2,2,3,2,2,3,4,1,1,1,1,1,4,4,1,1,4,2,3,4,2,4,3,3,1,3,3,3,1,4,2,4,1,4,3,2,3,3,3,2,3
pid_134,1,2,1,1,3,4,3,4,4,4,4,2,2,4,3,4,4,4,1,3,2,3,2,3,4,2,2,4,1,3,3,2,4,3,3,1,2,4,3,1,1,1,3,3,3,3,2,2,2,3,4,4,4,3,4,4,4,4,2,1,2,1,4,4,4,4,4,2,2,4,2,3,2,2,1,2,4,4,1,4,1,4,1,4,3,2,2,3,2,2,2
pid_1350,1,3,1,2,1,4,2,4,4,4,4,3,1,4,4,4,4,4,1,3,2,4,3,3,4,2,2,3,1,3,3,2,4,3,2,1,2,3,3,3,1,3,3,3,3,2,2,2,2,1,4,4,4,2,4,4,3,4,4,2,4,3,4,4,4,4,4,1,1,4,2,3,2,2,1,3,4,4,1,4,1,4,1,4,3,3,3,4,2,3,4
pid_1679,1,1,1,2,1,4,1,3,1,2,1,4,1,4,4,4,4,4,1,2,2,2,3,3,4,1,4,3,4,1,2,4,4,4,4,3,3,2,2,4,3,3,3,2,3,3,3,1,4,1,3,3,4,4,3,3,4,3,2,3,2,2,4,4,1,1,1,2,3,4,4,2,4,3,1,2,4,2,1,2,3,4,1,4,3,1,3,3,1,3,2
pid_387,1,1,1,2,1,3,1,4,4,4,4,2,2,4,4,4,4,4,1,2,1,2,2,2,2,2,3,3,2,2,2,3,4,3,2,1,2,3,2,2,1,1,2,2,2,2,3,2,2,1,4,4,4,3,4,4,3,2,3,1,2,2,4,4,2,4,4,2,2,4,3,3,3,2,2,3,3,3,1,4,1,4,1,4,3,1,1,1,1,2,1
pid_1484,1,2,2,1,1,4,1,2,1,4,1,2,3,4,3,4,4,4,2,3,2,3,3,3,4,1,4,4,4,1,2,4,3,4,4,3,4,2,2,3,3,3,3,2,3,3,4,1,3,2,3,4,4,4,4,4,4,1,3,1,2,2,4,4,1,1,1,1,3,4,1,2,4,4,4,2,3,1,1,2,4,4,1,4,3,1,1,3,1,3,3
pid_907,1,1,1,2,1,1,1,4,4,4,4,3,2,4,3,4,4,4,1,2,2,2,2,2,3,1,2,2,1,2,2,2,3,3,2,1,2,3,1,2,1,1,3,2,2,2,3,1,1,1,4,4,4,3,4,4,4,4,1,1,1,1,3,4,1,4,4,2,2,3,3,4,2,2,2,2,2,3,1,4,1,4,1,4,3,1,1,1,1,2,1
pid_1548,1,1,1,1,1,2,1,4,4,4,4,4,1,4,4,4,4,4,1,2,2,2,2,2,3,2,2,3,1,4,3,3,4,3,3,1,2,4,3,2,1,1,3,3,3,3,2,2,1,2,4,3,2,2,4,3,2,3,2,2,3,2,4,4,4,4,4,1,3,2,1,2,4,3,1,2,4,4,1,4,2,4,1,4,3,3,1,1,3,2,1
pid_1852,1,2,2,1,1,1,1,4,2,4,2,4,2,4,3,4,4,4,1,2,2,3,3,3,1,1,4,4,4,1,1,3,2,4,3,3,3,1,1,2,3,1,3,2,3,3,3,1,4,1,4,4,4,4,4,4,4,1,4,1,1,1,2,2,1,1,1,1,4,4,4,2,4,4,4,2,3,1,1,2,4,4,1,4,3,1,1,1,1,2,2
pid_1506,1,1,1,1,1,3,2,1,1,2,1,2,3,4,4,2,4,4,1,2,1,2,3,3,2,1,4,4,4,1,2,4,3,4,4,4,4,1,2,4,3,1,3,2,3,3,3,1,4,2,2,4,4,4,2,3,4,1,1,1,1,1,2,2,1,1,1,1,4,2,1,3,4,4,2,2,3,1,1,2,4,2,1,4,3,1,3,1,1,3,2
pid_885,1,2,1,3,4,4,4,4,4,4,4,2,2,4,4,4,4,4,3,3,2,3,3,3,4,2,2,4,1,3,3,3,4,4,3,1,3,4,3,3,1,3,3,3,3,3,3,1,2,1,4,4,4,3,4,4,4,4,4,2,4,3,4,4,4,4,4,2,2,4,2,3,3,2,1,2,4,3,1,4,1,4,1,4,3,3,4,3,3,3,3
pid_762,1,1,1,2,1,2,1,4,4,4,4,2,1,4,3,4,4,4,1,2,1,3,2,3,2,1,2,2,2,3,2,2,3,3,2,2,2,3,2,2,1,1,3,3,2,2,2,2,2,1,4,4,2,2,4,4,4,2,3,2,2,2,3,4,2,1,4,2,2,4,2,3,2,2,2,2,3,3,1,4,2,4,1,4,3,1,1,1,1,2,1
pid_205,1,2,3,2,1,2,1,4,4,4,4,4,1,4,4,4,4,4,1,2,1,2,2,3,2,1,3,3,3,2,1,3,4,2,2,1,2,2,1,4,2,1,3,3,3,2,2,1,3,1,4,4,4,4,4,4,4,4,3,3,4,3,4,4,1,2,4,2,2,4,2,4,3,2,2,4,3,2,1,4,2,4,1,4,3,1,1,3,1,3,3
pid_1061,1,1,1,1,1,4,1,4,4,4,4,2,4,3,3,2,4,4,3,2,1,2,2,2,3,2,2,3,1,3,3,2,3,3,2,1,2,3,3,1,1,1,3,3,3,3,2,1,1,3,4,3,4,2,3,3,3,1,1,1,1,1,4,4,3,4,4,2,3,4,1,4,2,2,1,2,3,3,1,4,1,4,1,4,3,2,3,3,2,2,3
pid_152,1,1,1,1,1,1,1,1,1,4,2,1,1,4,4,4,4,4,1,1,1,2,3,3,1,1,4,4,4,1,1,4,4,4,2,4,3,2,2,4,2,1,2,2,3,3,3,1,4,1,4,4,4,4,4,4,4,4,4,1,2,2,1,1,1,1,1,1,3,4,4,4,4,3,4,3,3,3,1,2,4,4,1,3,1,1,1,1,1,3,1
pid_1336,1,1,1,2,1,4,1,3,2,4,2,2,1,4,4,4,4,4,1,2,2,3,3,3,1,1,4,4,4,1,2,3,2,4,3,2,4,2,1,3,2,1,3,2,2,2,3,1,3,1,4,4,4,4,4,4,4,4,4,2,4,3,2,4,1,1,2,2,4,4,4,3,4,3,4,4,1,2,1,4,4,4,1,4,1,1,1,1,1,2,1
pid_1651,1,1,1,1,2,4,1,4,4,4,4,3,3,2,2,2,4,4,1,3,2,3,2,2,4,2,2,4,1,3,3,2,3,2,2,1,2,3,3,2,1,1,3,3,3,3,2,2,1,3,2,3,2,2,2,3,2,1,1,1,1,1,4,4,2,4,4,2,2,3,2,3,3,3,1,2,4,4,1,4,2,4,1,4,3,2,1,2,2,1,2
pid_435,1,2,1,1,1,1,3,2,1,4,3,2,1,4,3,4,4,4,1,3,3,4,4,4,1,1,4,4,4,1,3,4,2,4,4,3,4,2,2,4,3,3,3,3,3,3,3,2,4,1,3,4,4,4,4,4,4,4,2,3,2,2,2,2,1,1,1,1,4,4,4,2,4,4,1,3,2,2,1,4,4,4,1,4,1,1,2,3,1,3,4
pid_961,1,1,1,1,1,3,1,4,4,4,4,4,2,2,2,2,4,4,1,2,1,2,2,2,3,2,2,3,1,3,2,2,3,4,2,1,2,3,3,3,1,1,3,3,3,3,2,2,2,2,3,3,2,2,3,2,2,1,1,2,2,1,4,4,4,4,4,1,3,3,2,3,3,3,1,2,3,3,1,4,2,4,1,4,3,2,1,1,2,1,1
pid_1378,1,1,2,1,1,2,1,2,1,1,2,1,2,4,3,4,4,4,1,1,1,2,3,3,2,1,4,4,4,1,2,4,1,4,3,3,4,1,1,4,3,1,3,2,3,3,4,1,3,1,4,4,4,4,4,4,4,2,2,1,2,1,1,2,1,1,1,1,4,4,1,3,4,4,3,2,2,1,1,1,4,3,1,4,1,1,1,1,1,2,2
pid_686,2,4,1,2,1,4,3,4,2,4,3,4,1,4,4,4,4,4,3,4,3,4,3,4,4,1,4,4,4,1,1,4,3,4,3,3,3,2,1,4,3,3,3,2,3,3,4,2,4,1,4,4,4,4,4,4,4,4,4,3,2,2,4,4,1,1,1,1,4,4,4,2,4,4,2,4,4,1,1,4,3,4,1,4,1,1,4,4,1,4,4
pid_1185,1,2,1,2,1,4,2,4,4,4,4,2,3,4,3,3,4,4,1,2,2,2,2,2,4,2,2,4,2,3,3,3,4,4,3,2,3,4,3,2,1,2,3,2,2,2,2,1,1,3,3,4,4,3,3,3,3,1,1,1,1,1,4,4,4,4,4,2,2,3,2,3,3,2,1,2,4,3,1,4,2,4,1,4,3,2,2,3,3,3,3
pid_855,2,2,1,2,3,3,3,4,2,4,4,4,2,4,2,3,4,4,2,2,2,3,3,3,3,1,4,2,2,2,2,3,4,3,3,2,3,3,3,2,2,2,3,3,3,3,3,1,3,3,3,3,4,3,3,3,4,4,4,1,2,1,4,4,1,1,2,2,3,4,2,3,3,2,2,3,3,3,1,4,1,4,1,4,3,2,3,3,2,3,3
pid_1598,4,4,3,3,1,4,4,4,4,4,2,4,4,2,1,2,1,3,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,3,3,2,3,4,2,2,3,4,1,1,2,1,1,1,1,1,4,4,4,4,4,4,4,4,2,4,4,4,1,2,4,3,1,4,1,4,1,4,4,3,4,4,4,4,4
pid_1202,1,3,3,1,1,1,2,1,1,1,1,4,1,4,4,4,4,4,1,4,2,4,4,4,1,1,4,4,4,1,2,4,2,4,4,4,4,1,2,4,4,4,3,2,3,3,4,2,4,1,4,4,4,4,4,4,4,4,4,1,2,2,2,1,1,1,1,1,4,4,4,4,4,4,4,2,1,1,1,1,4,2,1,4,3,1,2,2,1,3,4
pid_1765,1,1,1,3,2,4,3,4,4,4,4,4,3,2,2,2,3,4,2,3,2,4,3,4,4,2,4,4,4,3,3,4,4,4,3,2,3,4,4,4,3,3,3,3,3,3,3,2,3,3,3,3,3,2,2,3,2,1,1,1,2,1,4,4,4,4,4,3,3,2,2,2,3,3,1,2,3,3,1,4,2,4,1,4,3,2,3,4,3,3,3
pid_1882,1,2,3,2,1,4,3,4,4,4,2,4,3,4,3,3,4,4,2,4,4,4,3,4,4,1,4,4,3,1,3,4,4,4,3,2,3,4,2,1,3,2,3,3,3,3,3,1,3,3,3,4,4,3,4,4,4,1,1,2,2,2,4,4,1,1,4,2,3,4,2,2,4,3,1,3,3,3,1,2,2,4,1,4,3,2,1,2,1,2,2
pid_501,1,1,1,2,1,4,2,4,4,4,4,1,3,4,2,4,4,4,1,2,1,3,1,1,4,2,2,3,1,3,2,2,3,3,2,1,1,3,2,1,1,1,3,3,3,2,2,1,1,3,3,3,4,2,4,4,3,1,1,1,2,1,4,4,4,4,4,1,1,4,2,3,2,2,1,2,3,3,1,4,2,4,1,4,3,2,2,2,2,2,3
pid_1432,1,1,1,1,1,4,2,4,4,4,4,4,4,4,2,4,4,4,2,3,3,4,1,2,4,3,3,4,1,4,3,2,4,3,2,1,2,4,3,1,1,1,3,3,3,2,2,2,1,3,4,4,4,3,4,4,2,1,1,1,1,1,4,4,4,4,4,1,2,4,2,3,3,2,1,2,4,4,1,4,1,4,1,4,3,3,3,3,3,1,2
pid_656,1,1,1,3,1,4,1,4,4,4,4,4,4,2,1,2,2,4,2,4,3,4,3,4,4,1,4,4,1,3,4,4,4,4,4,4,4,4,4,1,3,3,4,4,4,4,4,3,4,4,1,2,4,2,1,1,2,1,1,1,1,1,4,4,1,1,1,2,4,4,1,1,4,4,1,1,4,4,1,1,1,2,1,4,4,1,3,4,3,2,4
pid_331,1,1,1,2,1,2,1,2,2,4,1,1,1,4,4,4,4,4,1,1,1,2,3,3,2,1,4,3,4,1,1,3,3,3,3,3,3,1,1,4,3,2,2,2,3,2,3,1,3,1,4,4,4,4,4,4,4,2,2,1,2,2,2,3,1,1,1,1,3,4,4,3,4,3,2,3,4,1,1,2,4,4,1,4,3,1,1,2,1,3,3
